,company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers,employees
1953,givesmart,I love working with Gestues. The system is easy to use with wonderful reports.,Karen P.,Event Coordinator,,2+ years,VRI,Capterra,2017-10-26,5,5.0,5.0,5.0,5.0,10.0,,"The ease of checkout, bidding and loading items. The reporting and dashboard after the event are amazing.",,All our data is documented and easily retrieved.,,
1954,givesmart,Wonderful company to work with!,Beonca C.,Event Coordinator,,6-12 months,VRI,Capterra,2017-11-06,5,5.0,5.0,5.0,5.0,10.0,,The user interface was a great experience for our bidders while the backend of the platform was simple and easy for our staff to navigate and use. The Gesture staff was awesome! They were always there to answer any questions every step of the way.,"While the current photo process is very simple, I would like to see an automatic pairing of photos with items when doing a mass upload of items into the system instead of adding each individually.",,,
1955,givesmart,So grateful to you for their excellent support throughout the whole process! Easy to use system too!,Lauren D.,Director of Advancement,,1-2 years,VRI,Capterra,2018-05-14,4,4.0,4.0,5.0,5.0,10.0,,Easy to set up website ! We also like having the extension GiveSmart staff at our event! The ability to do a mass upload of our items is very helpful.,Leader board options for one specific item - like paddle raise. The landing website isn't as flexible as we need sometimes.,,,
1956,givesmart,"We utilized Gesture for the first time at our June 10, 2017 Hangar Party silent auction.",Sue W.,Executive Director,,Less than 6 months,VRI,Capterra,2017-11-21,4,4.0,5.0,5.0,4.0,9.0,,Our auction checkout was incredibly easy for us and our guests. We did not have to follow up post event to collect from bidders who left without confirming if they had won an item. The auction results reporting saved hours of manual calculation.,"While the sign making function is a big time saver, the printed signs were not as visually impactful as those we had previously designed. The formatting could be improved.","Gesture greatly improved the productivity of our auction administration. With their great customer support, we were able to launch the software within a month of our event. By allowing guests to preregister, checkout was a breeze for guests and our staff. Guests could spend more time visiting with others without the need to run and check their bids. While their is a learning curve for all, we feel that mobile bidding is the wave of the future.",,
1957,givesmart,We had a great experience with our account manager and the system helped us capture what we needed.,Blaise J.,Corporate Partnerships and Events Manager,,1-2 years,VRI,Capterra,2017-11-02,4,4.0,3.0,5.0,4.0,9.0,,We like the capability of on site event live donations and the ease of use for our guests for the acution,We think the ticketing piece can be improved upon as well as the security with the personal link for suction bidding that is sent to the user.,,,
1958,givesmart,This software has enabled us to take our fundraising event to a new level.,Brenda F.,Managing Broker,,2+ years,VRI,Capterra,2017-11-02,5,4.0,4.0,4.0,4.0,10.0,,"Ease of check out at the event , promotion of auction items, collection of funds. Having Gesture staff at our event is very valuable.",Would like easier ability to email to our database using the site . Would like to be able to sort and organize options for donations on the front page of the site.,We are very pleased and will continue to use the software for our future events.,,
1959,givesmart,Our company uses Gesture's ipad payment feature for our annual fundraising event's paddle raise.,Anndriene B.,Finance Manager,,2+ years,NGC,Capterra,2018-07-13,3,3.0,2.0,3.0,3.0,8.0,,The convenience that comes with having payment options for donors to quickly process gifts on sight is the best. We can also pre-register our attendees to expedite the gift giving process.,"The wifi connectivity issue that comes along with this convenient software is a bit of a pain. There is often fear of losing donations during that down time, but their staff is always more than willing to make things right.",,,
1960,givesmart,Customer service is awesome! Allie always helps me out and gets back to me ASAP.,Mallory S.,Event Coordinator,,2+ years,VRI,Capterra,2017-10-31,5,4.0,4.0,5.0,3.0,8.0,,"I like all the different views I can look at it through. Like based on donors or items, it's very helpful.","I don't personally have any problems, but I know our accountant feels that the reports could be clearer for her purposes.",How easy it is to use during events! Game changing.,,
1961,givesmart,Has taken our event to the next level. The staff could not be more friendly or helpful!,Verified Reviewer,Event Coordinator,,,VRI,Capterra,2017-10-26,5,5.0,5.0,5.0,5.0,10.0,,User Friendly. Reports of all kinds available. Transparent. Easy to use. Raffle option is a great tool!,,,,
1962,givesmart,Everyone has been very helpful at GiveSmart,Sherry E.,Executive Director,,6-12 months,VRI,Capterra,2018-05-16,5,5.0,5.0,5.0,5.0,10.0,,This product is easy to use and customizable. I like that we can add graphics and other items. Very user friendly.,I don't like how we can create our own events and have to reach out to Give Smart to do their part first then we revise.,,,
1963,givesmart,I will never have a fundraiser without Gesture now that I've used it.,Verified Reviewer,Executive Director,,,VRI,Capterra,2017-10-31,5,5.0,5.0,5.0,5.0,10.0,,"Super easy to use, automated the most tedious parts of event planning and follow up. Saved me so much time - at least 20 hours on just the silent auction information sheets! Also, having an onsite staff member was absolutely amazing and reduced staff stress significantly. Also, we could see exactly where we were at during the auction with the dashboards - no guessing on how well we were doing!",,"Saved so much time before, during and after the event, gave us instant feedback on our progress, automated a lot of tedious tasks. Helped us raise more money!",,
1964,givesmart,Perfect! Functionality 2018 donors expect,Verified Reviewer,Executive Director,,,NGC,Capterra,2019-01-13,5,5.0,5.0,5.0,5.0,9.0,,"The text to give!! Brilliant, donors want easy almost thoughtless ways to give.",I want it to integrate even more with common social media platforms.,,,
1965,givesmart,"Great support, would like better reports, overall good!",Lexus B.,Assistant Director of Stewardship and Donor Relations,,Less than 6 months,VRI,Capterra,2017-10-31,4,4.0,4.0,5.0,5.0,9.0,,It was very user friendly. The support staff were very helpful whenever I had a question. The onsite staff during the event were phenomenal and made such a difference at our event.,"Sometimes it felt too simple. I wanted a few more options particularly around reports. The reports aren't the best I've used. I'd like them to be more reader friendly, instead of simply Excel exports.",Easy to use and the onsite staff during our event were amazing.,,
1966,givesmart,I am fairly computer savvy but have found meandering through your site difficult.,Bonnie F.,Retired - volunteer,,Less than 6 months,VRI,Capterra,2018-01-12,5,2.0,4.0,5.0,5.0,9.0,,I liked the help I received from support. I do like the ease it will be for those going to the site. I like that it will make our life easier in determining ticket sales and getting donations.,I taught technology for almost 30 years to teachers and students. I didn't find this site to be user friendly. It's been about 4 years since I retired but I cannot believe my skill has dwindled that much. Maybe it has.,,,
1967,givesmart,Great Platform for Higher Budget,Verified Reviewer,Retired - volunteer,,,NGC,Capterra,2019-07-16,5,5.0,5.0,5.0,5.0,8.0,,"Packed with high quality features and capability to both manage online donations, auctions, event management. Comprehensive package to cover all organizational needs in one platform.","Cost was prohibitive for us to continue use. This would be a great platform for an entity with a larger budget. For a smaller NGO, there are more cost effective options out there. Do your research.",,,
1968,givesmart,Pretty easy to use and update,BRIENNA W.,Marketing / Procurement,,Less than 6 months,VRI,Capterra,2017-11-16,4,4.0,3.0,5.0,5.0,8.0,,Easy to use- update - manage-Like the push notification options-Photo adding seems easy-Like the customization header options,"-When you try to print more than 1 - 5"" x 7"" it will not let you completely format that so you end up wasting a lot of paper-Would be nice to have a scrolling screen of featured items or a way to highlight different items other than through push notifications",,,
1969,givesmart,It was our first time using Gesture and overall it made our auction checkout process much smoother,Laura C.,Development Events Coordinator,,Less than 6 months,VRI,Capterra,2017-11-27,5,5.0,5.0,5.0,3.0,9.0,,Easy for customers to use. Great support. Have suggested to other chapters to implement online bidding with Gesture for their events.,"Time consuming to add pictures, set up the items. Didn't see a huge increase in money in, especially with the cost to consider, but will use again for next event.",Much smoother checkout process for our event.,,
1970,givesmart,An mobile version of craiglist for bidding,Verified Reviewer,Development Events Coordinator,,,NGC,Capterra,2018-03-11,4,3.0,2.0,5.0,3.0,9.0,,It's really simple to learn and use this software. Layout is very simple for non-techy people to pick out and perform the bidding.,Sometimes it takes a while to load. And the bidding numbers dont update until you refresh the current fragment or activity.,,,
1971,givesmart,GiveSmart for Associations,Tom M.,Director IT,,Less than 6 months,NGC,Capterra,2018-09-06,4,4.0,4.0,3.0,4.0,7.0,,Mobile based application; mobile functionality; account rep solid,lack of comprehensive reporting tools; inability to get required reporting in timely manner; difficult to integrate with our ASM system,We wanted a mobile bidding platform for our event,,
1972,givesmart,charged for an item that we did not win,Kathy H.,Educator,,Less than 6 months,NGC,Capterra,2017-03-03,1,2.0,2.0,2.0,4.0,7.0,,It seemed usuable for people with smart phones. I do not have a smart phone. My husband did the bidding.,I didn't like being charged for an item that I didn't win.,"We bid on an auction item for a charity that we support. We did not win the auction item, but our credit card was charged anyway. I did not want to complain about the small amount, but was glad I did not bid more! I hope the charity got the money, but I probably won't do any bidding at the next auction.","If we are being charged for just using the software, that needs to be stated up front.",
1973,givesmart,"Works pretty well for managing guests and silent auction, but not for seating",Caroline S.,Director of Programming,,Less than 6 months,NGC,Capterra,2019-07-17,4,4.0,4.0,2.0,4.0,7.0,,"This software works pretty well for managing guests at a large event, managing the silent auction, and managing donations.",The seating chart functionality is very difficult and inconvenient to use.,,,
1974,givesmart,Great experience with the Gesture staff and software.,Verified Reviewer,Director of Programming,,,VRI,Capterra,2017-10-31,5,3.0,3.0,5.0,3.0,7.0,,"Having a template/framework for each fundraising event is great. Additionally, the staff support has been exceptional. Anytime I had a question they were quick to answer.","Software uses only text messages; this is prohibitive when using internationally at conventions. Would like to see e-mail. Also, the software does not feed into a CRM platform.",This software allowed me to generate thousands of dollars with limited resources and personnel.,,
1975,givesmart,"GiveSmart has been so easy to use, and the support from Amy has been unbelievable!",Erin H.,Senior Development Manager,,Less than 6 months,VRI,Capterra,2018-05-22,5,5.0,4.0,5.0,4.0,8.0,,"I feel like it's very intuitive and it was easy to navigate through the different functionality and find what I needed. It's also very easy to explain to others how to use, which is always a plus!",Nothing really; I did have a few guests ask if there was an app they could download so that may be something worth looking into?,"Ability to make bidding for a silent auction at an even EXTREMELY easy for staff, volunteers and guests.",,
1976,vbo_tickets,"Great for traditional theaters, not versatile enough for ad-hoc performances",Carey H.,Business Director,,1-2 years,NGC,Capterra,2019-06-03,4,3.0,3.0,4.0,3.0,7.0,,"The interface is generally easy to navigate and figure out on your own. There are so many useful features, it can feel a bit cluttered, but once one learns the process, it handles every aspect of selling. The API is nice for embedding on your own site.","The entire process - from setup to event management to the API - is centered around multiple performances of one run (show), as per a traditional theater. Setting up one-off shows and shows that run continuously is much more of a burden to maintain. Ad-hoc shows, especially, require that you set up a completely new event, including reminder emails, ticket setup, etc. even if that info doesn't change from show to show.","The system is reliable and solid in what it does. Support does their best to help you find workarounds for non-traditional theaters, but are unwilling to consider enhancement requests without paying for the development. My one actual technical issue (notifications of credit card failure self-dismissed to quickly for the user to read) has been pretty much ignored.",,
1977,vbo_tickets,VBO makes our ticketing accessible to all,Lynn V.,Board member,,2+ years,NGC,Capterra,2019-06-04,5,5.0,5.0,5.0,5.0,10.0,,"VBO has the best support and most flexible solution to meet all of our ticketing and registration needs. After evaluating numerous Solutions, but ease-of-use during set up all the way through the user experience has been a game changer for us. We went from selling 80% of our tickets In person or at the door to selling 95% of our tickets online. This helps us forecast revenue, understand the number of volunteers we will need at events, And communicate easily with our ticket buyers before and after events. Our ticket sales have increased dramatically over the past two years","After selling well over 30,000 tickets a year the number of complaints from users or ticket buyers have been able to be counted on two hands. Usually the complaint is that they don't know how to scroll down to put the tickets in the cart. That has literally been the only complaint and it happened about 10 times.","We aren't entirely volunteer Ronn community theater organization. Our board, members, and patrons range in age from five years old to 90 years old. Our biggest fear was having our retired Ticket ladies be able to understand the software and still sell tickets, and our customers being able to transition to an online sale. We have had A fantastic experience with this transition and it has only become easier for us to bring our shows to the community.",,
1978,vbo_tickets,Powerful but sometimes confusing; lots of upkeep for optimal use,Chris Crotty C.,General Manager/Owner,,2+ years,NGC,Capterra,2017-12-02,5,3.0,5.0,4.0,4.0,8.0,,"VBO offers a lot of features and options. Plus the company is willing (or used to be) to develop new features if you make a strong case. Ease of integration with existing sites is fairly easy. Customer support is generally quick, responsive, and thorough. The platform has never gone down in our many year use, so it's definitely stable.","The interface can be confusing at times. Also, the software glitches at times when using the Box Office function, e.g., asking for full account info when you don't want to add all fields. Usually logging out and in fixes the problem. Another minor complaint: when you copy and event, it won't automatically update the ""end sale"" by the relative date; you have to set it manually.",Runs ticketing and merchandise sales for my theater.,,
1979,vbo_tickets,A Symphony of value,Paul I.,Executive Director,,6-12 months,NGC,Capterra,2019-06-04,5,5.0,5.0,5.0,5.0,10.0,,"We were looking for an affordable, clean, cloud-based ticketing solution. We needed to be able to let our patrons choose specific reserve seating and also enable staff to manage box office and season subscriptions. I especially like the fact that cost is entirely transactional with no upfront fees, no annual subscription or added training costs or support costs. I've also been happily surprised with the outstanding online and phone support.","Onboarding was a bit difficult as there was limited formal training. However, the online tutorials are good and online/phone support is exceptional.",Our experience with VBO has been outstanding!,,
1980,vbo_tickets,"Easy to use, robust and affordable",Peter H.,Box Office Manager,,2+ years,NGC,Capterra,2017-03-14,5,5.0,5.0,5.0,5.0,10.0,"This a very robust system which allows us to manage ticket and subscriptions as well as class registrations in one single platform. VBO is very cost effective given the numerous features it offers. Our organization produces 10 productions annually, as well as dozens of classes, and our summer camp program, all of which we sell through VBO.",,,,,
1981,vbo_tickets,VBO Tickets - A Complete Solution,Tyrone R.,Director,,2+ years,NGC,Capterra,2017-03-23,5,4.0,5.0,5.0,5.0,10.0,,Robust features and functionality that covers many needs/requirements of today and some that may be needed in the future,A little difficult to navigate,"CaribTix has special needs from ticket printing and online ticket sales, to mobile apps and ticket validation... The team at VBO has responded to ALL requests. One example: Several CaribTix clients use physical thermal tickets so we offer the service in addition to online ticketing, VBO was able to facilitate the import of printed thermal tickets so both physical and online tickets reside in the same database. Additionally, VBO was able to design an app to facilitate the sales, statistics and validation of all tickets online or offline. This has allowed us to provide a Closed Loop Solution for our clients.",Design a simpler UI,
1982,vbo_tickets,Terrific support,Dorothy B.,Treasurer,,2+ years,NGC,Capterra,2019-06-22,5,4.0,5.0,5.0,5.0,10.0,,"VBO created custom programs for us at no extra cost and were super responsive all along the way in our transition. It manages much more than just ticket sales - our membership program with four levels, comp tickets for our cast and crew, merchandise sales, discount prices for our members, emails to members when their memberships are going to expire and lots more.","It is fairly expensive, but we have the cost added to the ticket prices as a fee. Most buyers are used to such fees and do not complain. It is fairly complex, so it is difficult to keep our box office volunteers trained to use all its functions.","Ticket sales are a breeze. We are able to track memberships easily and without error, which is huge.",,
1983,vbo_tickets,Wonderful support. Indispensable tool.,Franco I.,Artistic Director,,2+ years,NGC,Capterra,2016-12-06,4,4.0,4.0,5.0,4.0,10.0,,Support: Extremely responsive to the customer needs.,Even though it was not originally designed for class registrations we've used VBO for this. There are some things that our staff would like to see to help make things easier so it's up to us to let VBO know.,We use VBO for almost all our class registrations as well as our home season ticketed concert. The support team has been supporting us from the very beginning:- Listening and implementing our suggestions to make the tool work for our needs.- Always available when we need to reach them.- Their overall passion for serving the arts community and making their product better.,We can't recommend them enough for other organizations that are looking for a convenient and affordable way to enhance and simplify their box office needs.,
1984,vbo_tickets,New box office,Brian L.,Fine Arts Director,,Less than 6 months,NGC,Capterra,2016-12-16,5,5.0,3.0,5.0,5.0,10.0,,customer service. On line and hand held user friendliness.,The report structure. We need to be able to report in a more direct fashion instead of making due.,"We recently switched to VBO following an extended agreement with a different box office software company. The customer service features of VBO are unsurpassed. We are thrilled with the experience we are able to offer our patrons. What we are having issues with currently is the promise of a report that will help with all of our needs. We, or course, understand that all things take time and that everything good is worth waiting for. Unfortunately, we have had to make due with a hunt and peck method of reporting to both our business office and and marketing department for sales data. It is there, but it is currently far from user friendly. The staff at VBO continues to be extremely helpful in helping us find solutions to our problems, but it is not the panacea that we were hoping for. Perhaps a Christmas present of the new report is on the horizon so that the internal users can also experience the expediency that our patrons are witnessing. I still strongly recommend VBO to anyone who is interested in a box office system. I will give it an even stronger recommendation once the new report is available. Keep going, guys! The finish line must be close.",,
1985,vbo_tickets,"Best ticketing partner, ever",John D.,Operations Director,,2+ years,NGC,Capterra,2017-03-14,5,5.0,5.0,5.0,5.0,10.0,,"Flexibility, complete feature set, sophisticated integration, ongoing product improvements, such as reporting and CRM","There are some rough edges as you dig behind the scenes, but things get better month after month.","Having used other ticketing services, VBO has been a strategic partner with Tabard in every sense. We have grown with them as they have continually improved the quality and functionality of software over the years. What truly stands out is their attention to personal service and making sure that things work correctly for the client, and that the client knows how to best use their immensely capable platform. I couldn't be happier with VBO.","You can save yourself a lot of trouble and expense by going with VBO, compared with other full-featured ticketing platforms.",
1986,vbo_tickets,VBO is the BEST!!,Chris K.,Customer Relations Manager,,2+ years,NGC,Capterra,2016-06-28,5,5.0,5.0,5.0,5.0,10.0,,"Customer ServiceCoding KnowledgeWide Variety of productsCloud basedEasy to get a hold ofFlexibleAll in One ticketing (CRM, POS, Assigned and General Seating, Reporting, data tracking, discounts, donations, merchandise and more!)",None.,"First off, the company's customer service is top notch. Whenever I had a question or suggestion, they were understanding and worked really hard to get that project done within the day! Their customer base is small so they spend time with every customer creating a customized approach to ticketing.","This software is easy to use. Everything you need is all in this system. With the new mobile app, desktop and cloud services, this is an awesome product!",
1987,vbo_tickets,Powerful and Flexible,Achmed Rauff A.,Executive Director,,2+ years,NGC,Capterra,2019-06-11,5,4.0,5.0,5.0,5.0,10.0,,It's immense features that enables new ways to create sales and promotions.Fits almost all types of events at any scale.,There is a learning curve that requires sufficient training and familiarity.Due to the sheer number of features it is easy to get overwhelmed.A stronger build it email blast for CRM would be good to have instead on relying on 3rd party integration.,Go to market times are faster once familiar.Support is thus far is good but we are really hoping that response times would be better.,,
1988,vbo_tickets,A Boon For Patrons and Marketers,Amy R.,Head of Marketing,,6-12 months,NGC,Capterra,2017-03-14,5,5.0,4.0,5.0,5.0,10.0,,Ease of use. Availability of information that's most important to me as a marketer.,"I'd like to see more videos that show me how to use the system in more advanced ways than I think of on my own. I do appreciate their available videos, however.","Yea and Bravo! As the marketer in our organization, I love how easy VBO tickets is for our patrons, how seamless the experience is, how easy it is for me to integrate the VBO patron information into our marketing, and how responsive the VBO team is when I have questions.","I like the software so much, that when I go to an event and I see an organization uses it, I think more highly of the organization.",
1989,vbo_tickets,Farimont Opera House Review,Katrina S.,Administrative Assistant,,2+ years,NGC,Capterra,2019-06-03,5,5.0,5.0,5.0,4.0,9.0,,"I like that we have the ability to use an online ticketing system, it has made our work so much easier.","Sometimes when I have selected tickets and I go to apply the customer to the tickets, it essentially locks the tickets and we have to go reclaim them one by one, which can be time consuming if they are buying multiple tickets.",We are saving time and giving the customers a chance to go online to purchase tickets themselves. Before it was call/ stop in only and recorded on paper.,,
1990,vbo_tickets,"Best value ticketing software, amazing management",Christian P.,Director of Operations,,2+ years,NGC,Capterra,2017-03-14,4,4.0,4.0,5.0,5.0,10.0,,Customizability,,"VBO Tickets has been a great partner. Senior staff is unwaveringly willing to make changes to improve the effectiveness and efficiency of their product. The software has grown by leaps and bounds since it's inception and Management continues to improve the product on an almost daily basis. The reporting function could be more robust and customizable, but if I know VBO, upgrades are probably already in the works. I consistently receive ticketing system demos to keep my options open, and truly believe that there isn't another product on the market that even comes close to what VBO offers, at this price point.",,
1991,vbo_tickets,San Francisco Playhouse loves VBO.,TIiu R.,Patron Services Manager,,2+ years,NGC,Capterra,2017-03-14,5,5.0,4.0,5.0,5.0,10.0,,"Responsive, quick, user-friendly","updates sometimes come with no warning, Salesforce integration has been troublesome for our development team","Customer support representatives are very responsive, and if what I need isn't possible in the system, they will build it for me. It's a powerful CRM that's user-friendly, my favorite ticketing system I've used so far (I'm familiar with 3 including Tessitura.) We've been trying to integrate it with salesforce, which has been a bit of a bother, but that's not my department!",Keep up the good work and keep making my life easier!,
1992,vbo_tickets,Great for Superior Control,Josiah F.,,,6-12 months,NGC,Capterra,2017-03-15,5,4.0,5.0,5.0,5.0,10.0,"After looking at a lot of different ticket agents we found VBO tended to be comparable price (even on the less expensive end of the spectrum) and offer the best range of control over what we can do. The best part about this company however is that if there is ever something that we needed that is not already integrated into the system their fantastic customer service agents immediately get to work getting it to work for us. The only concern that I have with them is that because of all the control that they give to us it has taken a long time to get it to work the way we want it. Overall though, fantastic!",,,,,
1993,vbo_tickets,Very Satisfied Community Theater User,Theresa D.,Director/Producer,,1-2 years,NGC,Capterra,2019-06-10,5,5.0,5.0,5.0,5.0,10.0,,The user friendliness is what I value most about VBO. It is extremely easy to use and to problem solve with. There are different levels of functionality so some people may use it minimally while others in your organization can learn the more in-debt features.,Some of the event setup seams redundant. I wish there was a better way to copy one event into the next.,"It has completely changed how we do business. Our system was extremely manual and now everything is automated. In addition to using it for tickets, we use it for camp registrations as well as audition registrations. This has simplified our internal processes greatly.",,
1994,vbo_tickets,Reliable and Flexible,Donny G.,Marketing Director,,2+ years,NGC,Capterra,2016-12-06,5,5.0,5.0,5.0,5.0,10.0,,"Flexibility, ease of use, customer service.",Learning curve.,"As a mid-sized nonprofit theatre, VBO's services have been invaluable to us. The front-end ticketing experience is second-to-none, and we've been able to customize it to fit our needs perfectly. With our old ticketing platform, customers had to leave our website to buy tickets -- now, it's a seamless experience.",,
1995,vbo_tickets,Great Service,Julia B.,Administrative Director,,2+ years,NGC,Capterra,2017-03-22,5,3.0,4.0,5.0,5.0,10.0,,It's pretty easy to use. It has a lot of features. The customer service is amazing.,"I don't always catch when there are updates, and so sometimes I am behind on new features. I wish there was a bit more customability with the CRM aspects of the software.","The VBO team is great! They are always available to assist with use of any part of the product, and they really try to customize it so it works specifically for your company.",,
1996,vbo_tickets,Fantastic Customer Support for a Fantastic Product,Ben G.,Business Development Coordinator,,2+ years,NGC,Capterra,2016-12-06,5,4.0,4.0,5.0,5.0,10.0,,"Ease of use, and functionality",I think the UI could be a little more friendly to new users. Could be more intuitive.,"I've been using VBO for over three years now and I cannot express how fantastic a program it is.Multiple times I've called support with a question about how to do something obscure and gotten a response of ""Oh, you can't do that... but give me a few hours"" and before the end of the day, they have programmed in new functionality to meet my request. A+",,
1997,vbo_tickets,Great software for the unique needs of a non-profit theatre,Leah A.,Executive Director,,1-2 years,NGC,Capterra,2017-03-14,4,4.0,4.0,4.0,5.0,9.0,,"The pop-up donation with ticket purchase, donor management.",It's still not as user-friendly as I'd like from a back-end accounting perspective and reporting manipulation standpoint.,"I've been especially grateful for the uptake in add-on donations which is a direct result of VBO's software design that allows for a clear pop-up at time of ticket purchase. From a patron perspective, it is clean and easy to use - this hasn't always been the case with other ticketing software. The donation piece of the software has always been good, but has even improved during our tenure.",,
1998,vbo_tickets,VBO is an Excellent Tool!,Jekeva P.,Marketing and Facilities Manager,,2+ years,NGC,Capterra,2016-12-21,4,4.0,3.0,5.0,5.0,9.0,,"the discounting system is great, it was really easy to create special deals. The ability to add marketing into the receipt was good.",It is not a one-stop site. Things like creating a birthday club for our fans was extremely difficult. Newsletter features were very nil.,"If you are not computer savvy, learning VBO can be a bit daunting, but the customer service team is excellent. Each time I call them with a question, I talk to a real person who is helpful and kind. VBO is really good for tracking information and allows you to alter your ticketing info and events with ease. The mailing system for customers is OK, but they work well with other institutions such as Mailchimp to make e-newsletters a cinch. Creating pricing deals for customers is also quick and easy to do.",,
1999,vbo_tickets,Best Customer Service.,Jeff K.,President,,2+ years,NGC,Capterra,2017-03-14,5,4.0,5.0,5.0,5.0,10.0,,Ease of use,,"VBO Tickets has been the backbone of our customer experience when selling tickets online. They have created a great product and are constantly refining it with new features. Other ticket companies ignored my requests for new features or promised to ""look into it."" VBO has always taken our requests seriously and sometimes new feature requests are implemented within 24 hours!",,
2000,vbo_tickets,Good option for small orgs,Anne Y.,Development Director,,1-2 years,NGC,Capterra,2016-12-16,4,4.0,3.0,3.0,5.0,10.0,VBO has a lot of really great features that were not available in our previous ticketing system. We especially like the fact that their ticketing pages are embedded into our web pages so the customer sees a seamless site from start to finish. They are continually making upgrades to all areas of the software which mean they're constantly improving. Their reporting features are not as intuitive or malleable as we'd like. It would be great for them to add a custom reporting center where the client can build their own reports based on specified criteria. Hope they do that soon!,,,,,
2001,vbo_tickets,Best all-in-one ticketing and CRM system!,Sheryl Lynn T.,Marketing & Development,,2+ years,NGC,Capterra,2017-07-20,5,4.0,5.0,5.0,5.0,10.0,,"That the software can do anything you need to do within ticketing, registration, donations, memberships and a CRM to keep track of it all!","It's a good thing, but because the system does so much it can be a little complex for novice users/non-techy people.",,,
2002,vbo_tickets,Most responsive support from a company,Amy L.,Owner,,2+ years,NGC,Capterra,2017-03-22,4,4.0,4.0,5.0,5.0,9.0,,Price. Reliability,Could be more user friendly on back end,We have been with VBO for 3 years and have sold thousands of tickets. We have rarely had any issues and when we have we have received immediate assistance. They care about the customer and they are continually finding ways to improve the software.,,
2003,vbo_tickets,Why do business with anyone else!,Susannah G.,Community Partnership Coordinator,,2+ years,NGC,Capterra,2017-03-14,5,5.0,5.0,5.0,5.0,10.0,,Ease of use and set up to adhere to marketing best practices.,I haven't run across any yet.,"Big business with personal, customized support! Time after time with various ticketing needs I have turned to VBO and been impressed with their professional, quick training, support, help and even the ability to create features and functions that didn't previously exist. Ticketingis hard and specific and ever changing but VBO has hit it out of the park every time; addressing challenges and coming up with the best short and long term solutions I've seen anywhere. Affordable and able to take on small or large jobs, it's my go to ticketing solution for their technically advanced product, user friendliness, and brilliant customer support. From small performing arts shows, to subscriptions, to large concert halls, Festivals, Zoo fundraising events and Corporate Conference dine-arounds, there's no environments or tasks they didn't take on for me with reliable, flawless execution. I've used several well know ticketing solutions both back and front end and my favorite is VBO for sure.","My review says it all, it really is a solution, customizable, efficient and technically sound.",
2004,vbo_tickets,Music City Male Revue,Shawn C.,Owner,,1-2 years,NGC,Capterra,2019-06-17,5,3.0,5.0,5.0,5.0,10.0,,It works every time my Customers want to purchase tickets . Once I Locate on the site it's very simple to add more tickets.,We have a very hard time navigating the tasks we want to do. However if any questions come up VBO are always helpful in showing us the steeps.,The system works and they have helped us sellout almost every weekend.,,
2005,vbo_tickets,CMT loves VBO,Dana Z.,Managing Director,,2+ years,NGC,Capterra,2017-03-14,4,4.0,4.0,4.0,5.0,8.0,"We value our relationship with VBO. They have helped our organization carefully plan for registration and ticket purchases, updating reports and forms needed to serve our organization. The VBO team is responsive and offers good client support.",,,,,
2006,vbo_tickets,What A Treasure!,Sheryl Lynn T.,Marketing Director,,2+ years,NGC,Capterra,2017-03-30,5,5.0,5.0,5.0,5.0,10.0,,Customization,Need some experience with computers/software,VBO has been an amazing addition to our online experience for our customers! The system is robust yet user friendly and the VBO staff is a pleasure to work with.,,
2007,vbo_tickets,Fantastic Service That Keeps Getting Better,Bill H.,Media Lead,,6-12 months,NGC,Capterra,2019-06-10,5,4.0,5.0,5.0,5.0,9.0,,"VBO Tickets is well rounded and can ultimately be shaped to be a solution for anything you need to get done. I have always been able to implement changes to my sales, and when I can't find the solution myself, the support team is always able to quickly let me know what to do.","As an ever improving service, sometimes you can get confused by older demos and setups.",I've been selling tickets with VBO for nearly a year and I'm glad to be doing so!,,
2008,vbo_tickets,VBO Tickets - Great software for nonprofits!,Aimee Z.,,,,NGC,Capterra,2017-03-14,4,5.0,4.0,5.0,5.0,9.0,"We just started with VBO last summer for our outdoor summer theater festival that has over 14,000 attendees in 8 weeks of performances. VBO staff were able to get us up and running in under two weeks, which was AMAZING. (Although I wouldn't recommend that timeline to anyone -- but they can do it!) The software is very user friendly to our patrons who had no trouble moving to a new user experience, and from the back end, with very little training, our entire staff was able to sell tickets over the phone successfully. The back end reporting does need a little help, but the company has worked hard over the last year to improve the functionality, and I am pleased with what the software is able to do now for us with regard to sales reports and data. Overall, I think it's a great ticketing / subscription / member software for the price and staff support. We researched five other CRM systems this fall and ended up sticking with VBO. I would highly suggest a demo with the company to see if it fits into what you need. And if you're not sure, they seem willing to customize the process so it works for you. Would be great for museums, theater companies, symphonies, ballets, operas, who operate year round, but also for music festivals, etc that need it on the occasional basis.",,,,,
2009,vbo_tickets,Excellent service & very responsive,Dave G.,Managing Partner,,2+ years,NGC,Capterra,2016-12-06,5,5.0,5.0,5.0,5.0,10.0,,"Easy to navigate behind the scenes, from the dashboard to all the specific areas.","Would maybe like a few more options, easily customizable, with how ticket options are presented graphically on our own website.","We have been working with VBO for several years now. When the inevitable issue pops up, they have always been super quick to respond, and very attentive until all is resolved. We have been very happy, and expect to continue using VBO well into the future.",,
